QUEST_20150317_000001	Please select the user requiring a quest update.	퀘스트 수정이 필요한 유저를 선택해주세요.				GM
QUEST_20150317_000814	Caution! What happens to you beyond this point is your responsibility! {nl}Golems are rumored to appear in this area. Do not go any further.	위험! 사고 발생 시 본인 책임!{nl}골렘이 출몰한다는 소문이 돌고 있으니 더 이상 깊게 들어가지 마십시오. {nl}				알림판
QUEST_20150317_000815	P.S. It is better to run away than to pray to the goddess when you encounter Golems.	추신. 골렘과 맞닥뜨렸을시, 여신께 기도하기보단 빨리 도망치는 것이 좋습니다.				알림판
QUEST_20150317_000816	The goddesses have disappeared. {nl}But if we fight bravely against the demons, perhaps the goddesses will return someday. {nl} - Laimonas	현재 여신께서는 모습을 감추셨습니다. {nl}하지만 우리가 악에 맞서 용감히 싸운다면 언젠가는 여신께서 다시 돌아오실 것입니다. {nl}{nl}-라이모나스				알림판
QUEST_20150317_000817	Attention to those who come to Klaipeda after having a dream about the revelation. {nl}Knight Commander Uska is waiting for you in the Central Plaza.	계시의 꿈을 꾸고 클라페다로 오시는 분들께 알려드립니다.{nl}기사단장 우스카님께서는 중앙 광장에서 여러분을 기다리고 계십니다.				알림판
QUEST_20150317_000818	Welcome to Klaipeda Shopping Center. {nl}You can shop for a variety of accessories, tools, equipment, and other items.	어서오세요. 클라페다 상점가입니다.{nl}각종 장신구와 도구, 장비를 판매 중입니다.				알림판
QUEST_20150317_000819	Use the stairs on the right to go to the Klaipeda Central Plaza.	클라페다 중앙광장으로 가실 분은 우측 계단을 이용하세요.				알림판
QUEST_20150317_000820	Klaipeda Central Plaza	클라페다 중앙광장				
QUEST_20150317_000821	Signboard	표지판				
QUEST_20150317_000822	East Siauliai Woods	샤울레이 동쪽 숲				
QUEST_20150317_000823	It is unknown who the statue honors or how old it is. {nl}But it certainly has mysterious powers that move selected people to other areas.	이 여신상이 기리는 대상과 정확한 연대는 불확실합니다. {nl}그러나 신비한 권능으로 선택받은 자를 다른 지역으로 이동시키는 것은 확실합니다.				
QUEST_20150317_000824	Good job. {nl}I have done my task. {nl}It is my time now.	잘하셨습니다.{nl}제가 할 일은 더 없습니다.{nl}제게 정해진 시간이로군요.				예지의 부엉이 조각상
QUEST_20150317_000825	Go forward. {nl}The Sculptor is waiting for you. {nl}I was glad to have guided you.	앞으로 나아가십시오.{nl}조각가님께서 기다리고 계십니다.{nl}당신을 이끌어 드릴 수 있어서 행복했습니다.				예지의 부엉이 조각상
QUEST_20150317_000826	Ah...	아..				소녀
QUEST_20150317_000827	Danger! The vacant lot below these crossroads {nl}has regularly seen dangerous monsters. Entrance is forbidden! {nl} - The Fedimian Market	위험!{nl}아래 갈림길 공터는 주기적으로 위험한 몬스터가 출현하니 출입을 금합니다!{nl}-페디미안 시장				알림판
QUEST_20150317_000828	People are now praying less and less to the goddesses. {nl}They're losing hope...	이젠 여신께 바치는 기도 소리도 점점 줄어들고 있습니다.{nl}다들 지친 걸까..				클라페다 경비병
QUEST_20150317_000829	How could I have forgotten you... {nl}Please do not roam around this cursed land {nl}and go to the arms of the goddess.	내 어찌 당신을 잊으리까..{nl}부디 이 저주받은 대지를 떠돌지 마시고{nl}편히 여신품으로 가시옵소서..				비문
QUEST_20150317_000830	Holiday Notice	휴무 공지				
QUEST_20150317_000831	I have been enlisted to the army to save the kingdom. {nl}Therefore, the restaurant will be closed in the meantime. {nl} - Owner of Klaipeda's Specialty Restaurant, Vulinya	주인장이 왕국을 지키기 위해 병력으로 차출된 관계로{nl}식당은 당분간 운영하지 않습니다.{nl}- 클라페다 명물 불뤼냐 식당 주인				휴무 공지
QUEST_20150317_000832	Don't blow out the candles. {nl}They guide the souls so they don't lose their way.	촛불을 끄지 마세요.{nl}영혼들이 길을 잃지 않도록 돕는 불빛입니다.				안내문
QUEST_20150317_000833	As you know, the King died on Medzio Diena and the fate of other royalty and nobility were no different. {nl}The kingdom is holding together somehow but... now we can only pray.	아시다시피 신수의 날에 국왕께선 승하하시고 많은 왕족과 귀족들도 같은 운명을 맞이했소.{nl}어떻게든 왕국은 유지되곤 있지만.. 이젠 정말 기도밖에 없소.				클라페다 시민
QUEST_20150317_000834	Now we can only pray...	이제 정말 기도밖에 없습니다.				
QUEST_20150317_000835	When the spire is bathed with a red light the... door... to fantasy shall be opened.	첨탑에 붉은 빛이 돌 때 환상......로 가는 마......문이 열리리라.				비석
QUEST_20150317_000836	King Zachariel's Will	자카리엘 왕의 의지				
QUEST_20150317_000837	Dear Revelator. {nl}Listen to the interpretations of the revelation.	구원자여.{nl}그대는 계시의 해석을 들으라.				
QUEST_20150317_000838	Hmpf... {nl}Who would've thought that I would be challenged by humans...	큭.. {nl}내가 인간에게 휘둘릴 줄이야..				렉시퍼
QUEST_20150317_000839	Your death shall be utmost painful!	최대한 고통스럽게 죽여주마!				렉시퍼
QUEST_20150317_000840	Soldier Recruitment Notice	병사 모집 알림				
QUEST_20150317_000841	We want you! {nl}Protect your family and your kingdom. {nl} - Klaipeda Recruiting Station	당신을 원합니다.{nl}함께 가족과 왕국을 지키십시오.{nl}{nl}-클라페다 모병소				병사 모집 알림
QUEST_20150317_000842	We are seeking brave young men and women who will bring order to these chaotic times. {nl}The world needs you! {nl} - Klaipeda Recruiting Station	혼란한 시기를 바로 잡을 용감한 청년을 모집합니다.{nl}세상은 바로 당신을 원하고 있습니다.{nl}{nl}-클라페다 모병소				병사 모집 알림
QUEST_20150317_000843	Honor. {nl}That is what your uniform will be made of. {nl} - Klaipeda Recruiting Station	명예.{nl}당신에게 지급될 이 군복은 이것으로 만들어질 것입니다.{nl}{nl}-클라페다 모병소{nl}				병사 모집 알림
QUEST_20150317_000844	Warning! Civilians prohibited.	경고! 민간인은 출입을 통제합니다.				경고판
QUEST_20150317_000845	Only authorized personnel are allowed inside.	관계자 외 출입을 금합니다.				
QUEST_20150317_000846	Impossible.	어림없다.				렉시퍼
QUEST_20150317_000847	Completing this spell will help the soldiers. {nl}Will I be able to make it?	이 주문만 완성되면 병사들을 도울 수 있어.{nl}내가 해낼 수 있을까?				잠든 부엉이 조각상
QUEST_20150317_000848	The soldiers will die if I don't make it. {nl}I have to be strong.	내가 제대로 해내지 못하면 병사들은 아마 다 죽을 거야.{nl}힘낼 거야.				잠든 부엉이 조각상
QUEST_20150317_000849	I can do it. {nl}This time, I will kill Gaigalas.	할 수 있어.{nl}이번엔 가이갈라스를 반드시 처치할 수 있어.				잠든 부엉이 조각상
QUEST_20150317_000850	Unfortunately, I cannot solve it for you. It is the will of Maven. {nl}However, I am able to give some words of advice.	아쉽게도 메이번님의 뜻이기에 제가 직접 해결해 드릴 순 없습니다. {nl}하지만 도움이 될 만한 말씀은 드릴 수 있겠지요.				주교 아우렐리우스의 영혼
QUEST_20150317_000851	The Great Cathedral was built by Silvestro Maven 660 years ago.	대성당은 660년전 실베스트로 메이번님의 주도로 건설됐습니다.				
QUEST_20150317_000852	The curse of Naktis... Only curses remain where she treads. {nl}And she is now invading the Great Cathedral in search of the revelation.	나크티스는 저주.. 그녀가 지나간 자리엔 저주의 말귀만 남습니다.{nl}바로 그녀가 계시를 찾기 위해 대성당을 점거하고 있지요.				주교 아우렐리우스의 영혼
QUEST_20150317_000853	We tried our best to impede them until your arrival. {nl}But as you can see, we've reached our limit.	계시자님을 기다리는 동안 어떻게든 그들을 방해해왔습니다만.{nl}보시다시피 이런 몸인지라 한계에 다다른 상황입니다. 				
QUEST_20150317_000854	Chapel Table	성당 책상				
QUEST_20150317_000855	...Only after three years since Ruklys learned from my teachings...	...루크리스가 대성당에서 나의 가르침을 받은지 3년이라는 시간이 흘러서야...				성당 책상
QUEST_20150317_000856	...two years after the war, my first disciple ended up dead...	 ...내전이 발발한지 2년만에 나의 첫번째 제자 루클리스는 사망하고 만...				성당 책상
QUEST_20150317_000857	...year after Lydia Schaffen left the Great Cathedral...	 ...리디아 샤펜이 대성당을 떠난진 1년이 지나...				성당 책상
QUEST_20150317_000858	...One of the three disciples, Agailla Flurry...	...3명의 제자 중 아가일라 플러리는...				성당 책상
QUEST_20150317_000859	It has been an old tradition of this town to make pots with wishes inside,{nl}and offer it to the goddess. {nl}Wouldn't this disaster end when the goddess returns?	예로부터 이 도시에선 여신께 올리는 소원을 담아 도자기를 빚어왔지.{nl}실종된 여신들께서 돌아오신다면 이 재난도 끝나지 않을까..				도자기 빚는 노인
QUEST_20150317_000860	The writing on the platform as I recall went like this... {nl}Remember the holy number with your two eyes. {nl}The light of the candles drives away the evil dark.	단상에 쓰여진 글귀는 아마 이런 내용이었지요.{nl}두 눈으로 성스러운 숫자를 기억하라.{nl}촛불의 빛은 사악한 어둠을 쫓을지니.. {nl}				주교 아우렐리우스의 영혼
QUEST_20150317_000861	Remember the number written on the candle holder. {nl}And light that many candles to solve it.	촛대에 쓰여진 숫자를 기억해 두세요.{nl}그리고 그 숫자만큼 초에 불을 밝히시면 해결될 듯 합니다.				주교 아우렐리우스의 영혼
QUEST_20150317_000862	The relics have fallen into the demons' hands because of my weakness. {nl}But they shouldn't have reached Naktis yet.	제 힘이 부족하여 구원의 성유물은 이미 마족들의 손에 넘어갔습니다만.{nl}아직 나크티스에게 전달되지 못했을 것입니다.{nl}				주교 아우렐리우스의 영혼
QUEST_20150317_000863	The other relics and keys are also in danger, so you better move quickly.	다른 성유물과 열쇠들도 안전을 장담할 수 없으니 빨리 움직이시는게 좋겠습니다.				
QUEST_20150317_000864	Writings on the Altar	제단에 새겨진 글귀				
QUEST_20150317_000865	Everlasting goddess. {nl}May we praise your infinite mercy.	영원한 여신이시여.{nl}당신의 무한한 자비를 끝없이 찬양할 수 있기를.				제단에 새겨진 글귀
QUEST_20150317_000866	Life withers and the soul has nowhere to go. {nl}Only the goddess can save us.	생명은 시들고 영혼은 갈 곳이 없다.{nl}오직 여신께서만 구원해 주실 수 있다.				제단에 새겨진 글귀
QUEST_20150317_000867	I have sent the bishop there.	주교님을 모셔드렸습니다.				
QUEST_20150317_000868	Monsters! Run!	몬스터들입니다. 도망치십시오.				
QUEST_20150317_000869	Maven's Device	메이번의 장치				
QUEST_20150317_000870	Maven's Device that the bishop talked about. {nl}There is a small keyhole.	주교가 말한 메이번의 장치.{nl}작은 열쇠구멍이 보인다.				메이번의 장치
QUEST_20150317_000871	Blue Pawndel	푸른 폰델				
QUEST_20150317_000872	What is it?	뭐 때문에 그래?				푸른 폰델
QUEST_20150317_000873	You're not kidding, are you?	거짓말 하는거 아냐?				푸른 폰델
QUEST_20150317_000874	Black Pawnd	검은 폰드				
QUEST_20150317_000875	What's up? {nl}You suspect something?	왜 그래?{nl}너 수상한대?				검은 폰드
QUEST_20150317_000876	Can I trust you?	네 말 믿어도 돼?				검은 폰드
QUEST_20150317_000877	Naktis	나크티스				
