ETC_20150317_000001	ケッピー
ETC_20150317_003341	た…助けて！
ETC_20150317_003342	ダニュス隊偵察兵
ETC_20150317_003343	罠解除中…
ETC_20150317_003344	何もかもあなたのせいだ！
ETC_20150317_003345	一体どうするつもりだ！
ETC_20150317_003346	怖いです…。
ETC_20150317_003347	逃げたいのに逃げられません。
ETC_20150317_003348	私を助けろ、このバカどもめ！
ETC_20150317_003349	回収中…
ETC_20150317_003350	空っぽのフクロウの彫像
ETC_20150317_003351	あなたがあいつらを引き寄せたんだ！
ETC_20150317_003352	魔族モンスターを発見しました！{nl}弱いフクロウの彫像に話してください。
ETC_20150317_003353	教えてほしい。
ETC_20150317_003354	試験用のエサの実験成功！
ETC_20150317_003355	エサを設置してから退治しなければなりません！
ETC_20150317_003356	クエスト完了。情報将校に会いに行け！
ETC_20150317_003357	この地点に敵対的なモンスターがいます。
ETC_20150317_003358	蝶のお香収集中…
ETC_20150317_003359	どうか…助けてください！
ETC_20150317_003360	こ、これ以上耐えられません！
ETC_20150317_003361	束縛解除中…
ETC_20150317_003362	本当にありがとうございます…
ETC_20150317_003363	もう…手遅れ…。
ETC_20150317_003364	うわぁぁぁぁぁ！
ETC_20150317_003365	戻らなければなりません…。
ETC_20150317_003366	あなたに従います…！
ETC_20150317_003367	すでに導いている霊魂があります。
ETC_20150317_003368	浄化中
ETC_20150317_003369	ママポクブー
ETC_20150317_003370	女神像保護失敗！
ETC_20150317_003371	偽装幕製造中
ETC_20150317_003372	偽装幕を設置しました。
ETC_20150317_003373	ショートツリーの葉が足りません。
ETC_20150317_003374	内容確認中
ETC_20150317_003375	が足りません！
ETC_20150317_003376	油で磨いています…
ETC_20150317_003377	フック木炭
ETC_20150317_003378	が足りません！
ETC_20150317_003379	充填量が足りません！
ETC_20150317_003380	箱確認中…
ETC_20150317_003381	兄の日誌を発見しました！
ETC_20150317_003382	空箱でした。
ETC_20150317_003383	ゼッパータイガー
ETC_20150317_003384	ピノv4
ETC_20150317_003385	ダンデルv2
ETC_20150317_003386	24番ゾーンボス
ETC_20150317_003387	魔力の水晶
ETC_20150317_003388	隠された記録を探す
ETC_20150317_003389	隠した記録を探す
ETC_20150317_003390	烽火台周辺にいるモンスターを先に退治してください！
ETC_20150317_003391	遺物周辺にいるモンスターを退治してください！
ETC_20150317_003392	キャニオンメトスを獲得しました。
ETC_20150317_003393	研究支援アイテムを獲得しました。
ETC_20150317_003394	峡谷地帯の花を獲得しました。
ETC_20150317_003395	樹液採集中…
ETC_20150317_003396	樹液が足りません。
ETC_20150317_003397	作動中
ETC_20150317_003398	数字を入力してください！
ETC_20150317_003399	パスワードと合いません。
ETC_20150317_003400	装置を作動させる
ETC_20150317_003401	女神の忠告通り、どう足掻いても衰退するのが王国の運命、それも開祖である余がこの国の礎石を築いた瞬間から定められた運命であるとしても、それが終わりではない。
ETC_20150317_003402	装置周辺のモンスターを退治してください！
ETC_20150317_003403	世の摂理を維持するための女神の努力を忘れてはならぬ。そして、その目的のもとに人間の中を放浪し、永い彷徨に自ら身を投じたその苦しみを忘れてはならぬ。その女神の労苦、憐れみの全貌を知る者は、後の世であるそなたの時代には皆無となるであろう。
ETC_20150317_003404	薪を獲得しました
ETC_20150317_003405	鋳型から取り出しています…。
ETC_20150317_003406	彫刻家ヒルダが喜びそうな柱です。
ETC_20150317_003407	貧相に見えます。
ETC_20150317_003408	怪しい盗掘装備を獲得しました。
ETC_20150317_003409	ゼペットv2
ETC_20150317_003410	] 完了待機状態でのみ通過可能
ETC_20150317_003411	麻酔薬の実験成功！
ETC_20150317_003412	麻酔薬を使用した対象ではありません！
ETC_20150317_003413	モンスターを発見しました。リントに報告してください！
ETC_20150317_003414	モンスター発見！
ETC_20150317_003415	サウガスがキャンプに向かっています{nl}商人と史学者に危険が迫っています！
ETC_20150317_003416	ウェンディゴ出現！
ETC_20150317_003417	HPポーション(大)獲得！
ETC_20150317_003418	空間のキー獲得！
ETC_20150317_003419	トンタリアv2
ETC_20150317_003420	ジガテナv2
ETC_20150317_003421	大型サウルマンスピア
ETC_20150317_003422	サウルマンアックス
ETC_20150317_003423	トンタリオンv2
ETC_20150317_003424	解毒剤を持っているか尋ねる。
ETC_20150317_003425	100シルバーを渡す。
ETC_20150317_003426	薬があるか尋ねる。
ETC_20150317_003427	解除中…
ETC_20150317_003428	すでに解除されています。
ETC_20150317_003429	石版の守護者
ETC_20150317_003430	サウルマンスピア
ETC_20150317_003431	28番ゾーンボス
ETC_20150317_003432	大型サウルマンアックス
ETC_20150317_003433	レクシファーの手下たちを退治してください！
ETC_20150317_003434	モンスターを退治して手がかりを手に入れてください！
ETC_20150317_003435	守護石
ETC_20150317_003436	三か所の守護システムを破壊してください！
ETC_20150317_003437	言霊の守護兵
ETC_20150317_003438	言霊の守護者
ETC_20150317_003439	ベアカリスを退治してください！
ETC_20150317_003440	肩を貸しています…
ETC_20150317_003441	盗掘師ブショベル
ETC_20150317_003442	うわっ！ブショベル助けてっ！
ETC_20150317_003443	今度はどんな言い訳をするんだ？もううんざりなんだよ！
ETC_20150317_003444	ちょうどあいつのところへ行くつもりだったんだ。
ETC_20150317_003445	ヒィッ！君の友達なのか？
ETC_20150317_003446	ちょっと用があるからこれで！終わったら会おうな！
ETC_20150317_003447	敵が襲ってきました！敵を倒してください。
ETC_20150317_003448	盗掘師クジャン
ETC_20150317_003449	襲われたブショベルを助けてください！
ETC_20150317_003450	クジャンの奴が俺の宝を持ってったんだ！
ETC_20150317_003451	何でいきなり光り始めたんだ？
ETC_20150317_003452	何だ、あいつ…？
ETC_20150317_003453	そうか、こうやって使うのか！
ETC_20150317_003454	どうやら効果は長続きしないみたいだな。
ETC_20150317_003455	クジャン
ETC_20150317_003456	特別な力に惹き寄せられたジガテ
ETC_20150317_003457	特別な力に惹き寄せられたサウガ
ETC_20150317_003458	俺は生きて戻れないだろう。
ETC_20150317_003459	同志歌
ETC_20150317_003460	親切なラリーの船着き場へようこそ！
ETC_20150317_003461	何で！木が！こんなに！硬いんだ！
ETC_20150317_003462	ふぅ…いつになったら交代できるんだ？
ETC_20150317_003463	俺が！やらなきゃ！誰が！やる！
ETC_20150317_003464	コケを収集しました。
ETC_20150317_003465	採集中
ETC_20150317_003466	変色した草を収集しました。
ETC_20150317_003467	メリナスゴブリンファイター
ETC_20150317_003468	[部隊前進]を開始すれば通過可能
ETC_20150317_003469	荷車確認中
ETC_20150317_003470	すでに確認した荷車です。
ETC_20150317_003471	使えそうもありません。
ETC_20150317_003472	なかなか使えそうです！
ETC_20150317_003473	こっちだ！集結地に向かう。
ETC_20150317_003474	今は通れません…。
ETC_20150317_003475	荷車が通過中です。
ETC_20150317_003476	後でもう一度来ていただけませんか？
ETC_20150317_003477	丘ゴブリンの旗
ETC_20150317_003478	怪しい草
ETC_20150317_003479	の友達ブラン
ETC_20150317_003480	の友達ピート
ETC_20150317_003481	の友達スピオン
ETC_20150317_003482	ガラトン
ETC_20150317_003483	グリバー
ETC_20150317_003484	エヴァン
ETC_20150317_003485	[スパルナスをおびき出す]を完了すれば通過可能
ETC_20150317_003486	ホワイト上級ポクブー
ETC_20150317_003487	【警告】この先モンスター多発{nl}　　　　道に迷っても自己責任
ETC_20150317_003488	良い歌のようだから写していこう。
ETC_20150317_003489	補給基地を襲撃したチュチュを退治してください！
ETC_20150317_003490	モンスターの群れを退治してください！
ETC_20150317_003491	補給品を回収しました。
ETC_20150317_003492	箱の様子がおかしいです。離れてください！
ETC_20150317_003493	装備購入
ETC_20150317_003494	道具購入
ETC_20150317_003495	会話する
ETC_20150317_003496	どんな子ですか？
ETC_20150317_003497	村の子ではないのですか？
ETC_20150317_003498	あれ？親御さんは？
ETC_20150317_003499	何でしょう？
ETC_20150317_003500	無理…だと思います
ETC_20150317_003501	治療中…
ETC_20150317_003502	患者を治療しました！
ETC_20150317_003503	治療した兵士
ETC_20150317_003504	補給品箱を獲得しました。
ETC_20150317_003505	救護品を獲得しました。
ETC_20150317_003506	補強用の資材を獲得しました。
ETC_20150317_003507	伝播中…
ETC_20150317_003508	早く戻らなければ。
ETC_20150317_003509	ここよりも村の方が安全でしょう。
ETC_20150317_003510	知らせてくださってありがとうございました。
ETC_20150317_003511	早く家に帰らなければなりませんね。
ETC_20150317_003512	女神に感謝を…。
ETC_20150317_003513	避難者を村へ戻します！
ETC_20150317_003514	私は後から行くので、先に行ってください！
ETC_20150317_003515	ゴブリンインベーダー
ETC_20150317_003516	鉱山自警団
ETC_20150317_003517	鉱山の村長
ETC_20150317_003518	救急箱
ETC_20150317_003519	まだ入れません！
ETC_20150317_003520	封印解除書を使用しました！
ETC_20150317_003521	[鉱山のアルケミスト]を開始すれば通過可能
ETC_20150317_003522	[女神の啓示]を完了すれば通過可能
ETC_20150317_003523	ストーンゴーレム
ETC_20150317_003524	監視兵
ETC_20150317_003525	キーボードの→、↑キーを同時に押すと斜め上へ移動
ETC_20150317_003526	左クリックで次の目標地点へ移動
ETC_20150317_003527	臆病な錬金術師
ETC_20150317_003528	啓示の夢
ETC_20150317_003529	ビッグケッピーがこんなところにまで！
ETC_20150317_003530	襲いかかるケッピーを退治してください！
ETC_20150317_003531	チネンシーを退治してください！
ETC_20150317_003532	チネンシーを倒してください！
ETC_20150317_003533	ハナミンを退治してください！
ETC_20150317_003534	ハミングを追撃してください！
ETC_20150317_003535	ビッグケッピーを退治してください！
ETC_20150317_003536	封印されたゴーレムを退治してください！
ETC_20150317_003537	道を塞いでいるケッピーを退治してください！
ETC_20150317_003538	女神の夢？
ETC_20150317_003539	教えてほしいと言ってみる
ETC_20150317_003540	それでも教えてほしいと駄々をこねる
ETC_20150317_003541	先に警備兵と会話しなければなりません。
ETC_20150317_003542	左の道 : チネンシーの畑(注意！){nl}右の道 : 臨時キャンプ
ETC_20150317_003543	危険！{nl}クラペダへ戻ってください！
ETC_20150317_003544	絶壁の下に何かが見える。
ETC_20150317_003545	接近禁止！{nl}ケッピー焼却中！
ETC_20150317_003546	シャウレイ西の森キャンプ
ETC_20150317_003547	注意！ハミング出没地域
ETC_20150317_003548	注意！大規模戦闘中
ETC_20150317_003549	絶壁の下に誰かが倒れているようだ。
ETC_20150317_003550	絶壁に沿ってジャンプをすれば登れそうだ。
ETC_20150317_003551	左の道 : 大規模戦闘地域{nl}右の道 : 臨時キャンプ
ETC_20150317_003552	注意！ひまわりポポリオン出没地域
ETC_20150317_003553	ギルド依頼所 : シャウレイ東支部{nl}依頼リスト多数、高報酬保証
ETC_20150317_003554	西の森キャンプまで30m
ETC_20150317_003555	西の森キャンプまで10m
ETC_20150317_003556	ゴーレム注意！{nl}許可なく立ち入らないこと
ETC_20150317_003557	クラペダへの道 >
ETC_20150317_003558	走ると近道
ETC_20150317_003559	クラペダの方向表示
ETC_20150317_003560	西の森キャンプの方向表示
ETC_20150317_003561	サウルマンソルジャー
ETC_20150317_003562	ディオニア
ETC_20150317_003563	ソーンボール
ETC_20150317_003564	キャンプ間移動 : 
ETC_20150317_003565	活性化
ETC_20150317_003566	ランキングUI
ETC_20150317_003567	アイテム整備
ETC_20150317_003568	氷鬼開始
