ITEM_20150317_000001	なし_helmet
ITEM_20150317_001598	熱を下げたい時や頭を冷やしたい時に役立ちます。
ITEM_20150317_001599	ハナカイドウ
ITEM_20150317_001600	とても良い香りがします。
ITEM_20150317_001601	羽根帽子
ITEM_20150317_001602	帽子より羽根のほうが大きいのですが、気にする必要はありません。
ITEM_20150317_001603	モミジの葉
ITEM_20150317_001604	モミジの葉の形をした髪飾りです。燃えやすいので気をつけましょう。
ITEM_20150317_001605	紅房の帽子
ITEM_20150317_001606	紅い房が飾られた帽子です。地位の高い人々が身に付けるといいます。
ITEM_20150317_001607	ナースカチューシャ
ITEM_20150317_001608	これで治癒能力が身に付くわけではありません。
ITEM_20150317_001609	カーティンの花飾り
ITEM_20150317_001610	カーティン森に咲いた花で作った髪飾りです。美しい青い色をしています。
ITEM_20150317_001611	いぬ耳
ITEM_20150317_001612	子犬の耳を付けてあなたの可愛さをアピールしましょう。
ITEM_20150317_001613	乳牛カチューシャ
ITEM_20150317_001614	モー、モーモー、モー、モーモー。
ITEM_20150317_001615	小さなライオンのお面
ITEM_20150317_001616	とある地方では、悪鬼を追い払うためにこれを身に付けて踊るといいます。
ITEM_20150317_001617	大きなライオンのお面
ITEM_20150317_001618	天狗のお面
ITEM_20150317_001619	とある国で古くから伝わる妖怪です。
ITEM_20150317_001620	狐の仮面
ITEM_20150317_001621	狐の顔をかたどって作った仮面です。これをかぶって活動する暗殺者がいたらしいです。
ITEM_20150317_001622	異世界のメガネ
ITEM_20150317_001623	このメガネをかけると、立体感が増すと言われています。
ITEM_20150317_001624	ヤギの角
ITEM_20150317_001625	このアイテムを身に付けると、頭突きの威力が上がるかもしれません。
ITEM_20150317_001626	悪魔の翼
ITEM_20150317_001627	この翼を身に付けても、魔族の影響を受けることはありません。
ITEM_20150317_001628	銀の髪飾り
ITEM_20150317_001629	結婚式で新婦が身に付けることもあります。
ITEM_20150317_001630	クマの眼帯
ITEM_20150317_001631	光を遮断するので、熟睡できます。
ITEM_20150317_001632	富の象徴
ITEM_20150317_001633	これぞ富の象徴！
ITEM_20150317_001634	金兎の飾り
ITEM_20150317_001635	純金で作られています。絶対に失くさないでください。
ITEM_20150317_001636	トナカイの角
ITEM_20150317_001637	これを身に付けてソリを引くのも悪くないでしょう。
ITEM_20150317_001638	将校の兜
ITEM_20150317_001639	権威を示すために飾りが付いています。
ITEM_20150317_001640	金縁の兜
ITEM_20150317_001641	プレートの周りに金の縁で装飾した兜です。
ITEM_20150317_001642	鋼鉄の兜
ITEM_20150317_001643	頑丈なプレートで作られた兜です。多くの騎士たちが愛用しています。
ITEM_20150317_001644	黒いうさ耳
ITEM_20150317_001645	うさぎ好きたちは、丸まったうさ耳と伸びたうさ耳のどっちが可愛いかについて熱く語ったりもします。
ITEM_20150317_001646	ケッピーのぬいぐるみ
ITEM_20150317_001647	ケッピーをかたどった帽子です。
ITEM_20150317_001648	ピンクバニー
ITEM_20150317_001649	ピンクで愛くるしさと可愛さをアピールしましょう。
ITEM_20150317_001650	伝統面
ITEM_20150317_001651	とある国で代々伝わるお面だそうです。
ITEM_20150317_001652	白虎の仮面
ITEM_20150317_001653	珍しい白虎をイメージして作られた独特な仮面です。
ITEM_20150317_001654	メガネ
ITEM_20150317_001655	視力の向上に役立ちます。
ITEM_20150317_001656	ユニコーンの角
ITEM_20150317_001657	伝説として伝わるユニコーンの角です。
ITEM_20150317_001658	赤い角
ITEM_20150317_001659	悪魔にはなれませんが、角で悪魔になった気分を味わうことができます。
ITEM_20150317_001660	デザートチュチュの耳
ITEM_20150317_001661	耳の中に産毛が生えています。
ITEM_20150317_001662	ミルティスヘルム
ITEM_20150317_001663	ミルティスが使っていた兜です。
ITEM_20150317_001664	赤い悪魔の翼
ITEM_20150317_001665	どうして頭に翼を付けようとするのでしょうか？
ITEM_20150317_001666	天使の翼
ITEM_20150317_001667	天使の純白の翼です。
ITEM_20150317_001668	堕天使の翼
ITEM_20150317_001669	堕天使の漆黒の翼です。
ITEM_20150317_001670	メイドカチューシャ
ITEM_20150317_001671	お帰りなさいませ、ご主人様。
ITEM_20150317_001672	ポイズンシューターヘルム
ITEM_20150317_001673	ポイズンシューターを象徴する兜です。
ITEM_20150317_001674	耳栓
ITEM_20150317_001675	騒音を遮ってくれる。
ITEM_20150317_001676	どんな騒音も完璧に遮断します。もちろん、マンドラゴラの悲鳴も例外ではありません。
ITEM_20150317_001677	高級ヘアピン
ITEM_20150317_001678	羽根兜
ITEM_20150317_001679	呪術師の仮面
ITEM_20150317_001680	新芽
ITEM_20150317_001681	目玉焼き
ITEM_20150317_001682	とんがり帽子
ITEM_20150317_001683	ねこヘアピン
ITEM_20150317_001684	インペリアルヘルム
ITEM_20150317_001685	異世界のボール
ITEM_20150317_001686	ビッグリボン
ITEM_20150317_001687	折鶴
ITEM_20150317_001688	亡者のカチューシャ
ITEM_20150317_001689	カーニバルの仮面
ITEM_20150317_001690	孔雀の羽根
ITEM_20150317_001691	ウォーボンネット
ITEM_20150317_001692	パイナップル
ITEM_20150317_001693	荒野の無法者
ITEM_20150317_001694	ピエロの帽子
ITEM_20150317_001695	フクロウ
ITEM_20150317_001696	王冠カチューシャ
ITEM_20150317_001697	プリン
ITEM_20150317_001698	伝統の髪飾り
ITEM_20150317_001699	水玉リボン
ITEM_20150317_001700	青いリボン
ITEM_20150317_001701	ミントチョコカップケーキ
ITEM_20150317_001702	イチゴカップケーキ
ITEM_20150317_001703	メルゲンの帽子
ITEM_20150317_001704	揺鈴
ITEM_20150317_001705	自分自身の脅威数値を初期化させます。
ITEM_20150317_001706	シャドウアンブレラ
ITEM_20150317_001707	動物型モンスターが自分を攻撃できなくなります。
ITEM_20150317_001708	メデューサヘッド
ITEM_20150317_001709	敵を石化状態にします。
ITEM_20150317_001710	コンフュージョンフラグ
ITEM_20150317_001711	敵を混乱状態に陥れます。
ITEM_20150317_001712	芭蕉扇
ITEM_20150317_001713	敵を遠くへ吹き飛ばします。
ITEM_20150317_001714	抗魔杵
ITEM_20150317_001715	悪魔型モンスターの防御力を減少させます。
ITEM_20150317_001716	合金の羅針盤
ITEM_20150317_001717	混乱に対する免疫力が上がります。
ITEM_20150317_001718	バブルスティック
ITEM_20150317_001719	バブルスタッフ
ITEM_20150317_001720	補助短剣
ITEM_20150317_001721	HPSPポーション
ITEM_20150317_001722	SPポーション
ITEM_20150317_001723	スピードポーション
ITEM_20150317_001724	STAポーション
ITEM_20150317_001725	アグロポーション
ITEM_20150317_001726	札束
ITEM_20150317_001727	勲章
ITEM_20150317_001728	四つ葉のクローバー
ITEM_20150317_001729	斬
ITEM_20150317_001730	所持すると、クリティカル率が増加します。
ITEM_20150317_001731	錬金術1
ITEM_20150317_001732	錬金術2
ITEM_20150317_001733	錬金術3
ITEM_20150317_001734	錬金術4
ITEM_20150317_001735	錬金術5
ITEM_20150317_001736	錬金術6
ITEM_20150317_001737	錬金術7
ITEM_20150317_001738	錬金術8
ITEM_20150317_001739	錬金術9
ITEM_20150317_001740	錬金術10
ITEM_20150317_001741	錬金術11
ITEM_20150317_001742	錬金術12
ITEM_20150317_001743	錬金術13
ITEM_20150317_001744	錬金術14
ITEM_20150317_001745	錬金術15
ITEM_20150317_001746	フィッティングルーム
ITEM_20150317_001747	グリグリ
ITEM_20150317_001748	フライパン
ITEM_20150317_001749	海賊旗
ITEM_20150317_001750	スコップ
ITEM_20150317_001751	トング
ITEM_20150317_001752	クレイモアスキル
ITEM_20150317_001753	錬金術16
ITEM_20150317_001754	トンカチ
ITEM_20150317_001755	ランプ
ITEM_20150317_001756	フィルター
ITEM_20150317_001757	金床セット
ITEM_20150317_001758	トンカチ2
ITEM_20150317_001759	材料カバン
ITEM_20150317_001760	モンストランスセット
ITEM_20150317_001761	ルーペ
ITEM_20150317_001762	ルーペスキル
ITEM_20150317_001763	なし_Outer
ITEM_20150317_001764	なし_Pants
ITEM_20150317_001765	なし_Gloves
ITEM_20150317_001766	なし_Boots
ITEM_20150317_001767	上半身
ITEM_20150317_001768	スタミナ+5アップポーション
ITEM_20150317_001769	右クリックで使用
ITEM_20150317_001770	HPポーション(小)
ITEM_20150317_001771	2秒間隔で15秒間合計でHPを192回復させます。右クリックで使用できます。クールタイム30秒。回復量はステータスによって変動します。
ITEM_20150317_001772	HPポーション
ITEM_20150317_001773	2秒間隔で15秒間合計でHPを320回復させます。右クリックで使用できます。クールタイム45秒。回復量はステータスによって変動します。
