QUEST_20150317_000001	クエスト修正が必要なユーザーを選択してください。
QUEST_20150317_000878	人間ごときに啓示を渡すものか！
QUEST_20150317_000879	大聖堂の啓示
QUEST_20150317_000880	啓示解釈内容
QUEST_20150317_000881	あなたの時代から千年ほど前…。{nl}私がこの啓示をジャカリエルに託す前のことです。{nl}
QUEST_20150317_000882	ジャカリエルが新しい王国を創ろうとした時、この地には混沌しかありませんでした。{nl}ただ、一か所だけが生命力で満ちていたので、ジャカリエルはそこを欲したのです。{nl}
QUEST_20150317_000883	ところがそこで私が見た未来は、たくさんの嘆きと死…。{nl}そこで、建国千年祭を迎えたら必ず首都を移転せよという予言を残しました。{nl}
QUEST_20150317_000884	ですが、予言を実行するかどうかは人間次第。{nl}どんな結末を迎えるかは霧の中に隠されています。{nl}
QUEST_20150317_000885	次の啓示でその結末について残すつもりです。{nl}魔術師の塔で私の啓示を探してください。
QUEST_20150317_000886	ライマ
QUEST_20150317_000887	探すべき鍵がまだ残っています。{nl}メイバーン様が考案された秘密に無事守られていると良いのですが…。{nl}{nl}
QUEST_20150317_000888	女神を奉っていた場所が魔族だらけになるとは…大聖堂の初代司教メイバーン様が嘆かれるでしょうね。
QUEST_20150317_000889	小会堂の祭壇にそれぞれ合った聖遺物をはめてください。{nl}メイバーン様の最初の鍵が手に入るはずです。
QUEST_20150317_000890	とにかく準備するんだ。ウッドゴブリンが攻撃してくるぞ。
QUEST_20150317_000891	女神を奉る大聖堂が、今や魔族の巣窟に…。
QUEST_20150317_000892	鍵ですね。ベイニカ祭壇へ移動してください。ベイニカ祭壇にメイバーン様の装置があります。
QUEST_20150317_000893	ナクティスの手下たちの動きが活発になりました。
QUEST_20150317_000894	ベイニカ祭壇にある装置を解く鍵ではないかと思います。
QUEST_20150317_000895	次の装置はベイニカ祭壇にあります。
QUEST_20150317_000896	薬の効果があれば良いのですが…。
QUEST_20150317_000897	薬が効きますように…。
QUEST_20150317_000898	食べ物…食べ物を持っていませんか？
QUEST_20150317_000899	いくら食べても満たされない巡礼者？{nl}その巡礼者もナクティスの呪いのせいで飢えが満たされないのでしょう。
QUEST_20150317_000900	うぅ…何を食べさせたんですか？{nl}胃がムカムカする…。
QUEST_20150317_000901	薬が効けば良いのですが…。
QUEST_20150317_000902	胃がムカムカするんですか？{nl}巡礼者たちの反応だと効果があったのかどうか分かりませんね。
QUEST_20150317_000903	薬を差し上げます。{nl}この薬を巡礼者に使ってください。
QUEST_20150317_000904	そろそろ司教様のご遺体を埋葬しなければなりません。
QUEST_20150317_000905	あなたのおかげでこの司教様を埋葬できました。ありがとうございます。
QUEST_20150317_000906	バラの珠
QUEST_20150317_000907	赤い光を放っている。
QUEST_20150317_000908	デルフィニウムの珠
QUEST_20150317_000909	青い光を放っている。
QUEST_20150317_000910	ヒマワリの珠
QUEST_20150317_000911	黄色い光を放っている。
QUEST_20150317_000912	サボテンの珠
QUEST_20150317_000913	緑の光を放っている。
QUEST_20150317_000914	スミレの珠
QUEST_20150317_000915	紫の光を放っている。
QUEST_20150317_000916	ナクティスの手下にメイバーン様の装置の位置を知らせましょう。
QUEST_20150317_000917	メイバーン様の装置は簡単には破壊できないはずです。ですが、永遠に破壊されないとは言い切れない状況です。
QUEST_20150317_000918	ナクティスの手下たちはメイバーン様の装置の中にある物にもの凄く執着しているようですから…。
QUEST_20150317_000919	ナクティスの手下たちはメイバーン様の装置の中にある物にもの凄く執着しています。
QUEST_20150317_000920	最後の鍵を見つけましたか？
QUEST_20150317_000921	ナクティスの手下たちが持って行ったならば、最後の鍵はナクティスの手中にあるでしょう。
QUEST_20150317_000922	我々が鍵を持っているということをナクティスの手下たちがナクティスに報告しました。
QUEST_20150317_000923	光を放つ珠と鍵…
QUEST_20150317_000924	光を放つ珠と鍵の色…何か関係がありそうです。
QUEST_20150317_000925	何か反応があるようだ。
QUEST_20150317_000926	私たちは巡礼者の道にかけられたナクティスの呪いを解くために派遣された司祭です。{nl}大聖堂には魔族と魔族の呪いに関する文書が沢山あります。私たちは大聖堂でその文書を探しているところです。
QUEST_20150317_000927	足場を全て抑えていないと装置を解除できません。
QUEST_20150317_000928	箱に入っている爆弾を持って行ってください。王陵入口を、しっかり破壊してくださいね。
QUEST_20150317_000929	助けて！
QUEST_20150317_000930	警告
QUEST_20150317_000931	止まれ！許可なき者は通行できない！
QUEST_20150317_000932	何だ？まだ未熟そうだが、俺達にはなかなか役に立ちそうだな。{nl}この道をずっと進むと将校に会えるぞ。
QUEST_20150317_000933	クッ…！目の前で啓示を奪われるとは…！{nl}これで終わりだと思うな！
QUEST_20150317_000934	では、試験を始めます。
QUEST_20150317_000935	腐った食糧
QUEST_20150317_000936	何だか食べてはいけないような感じがするイモ饅頭。食べてみる？
QUEST_20150317_000937	腐っている。
QUEST_20150317_000938	保存食
QUEST_20150317_000939	乾燥させたり、塩漬けにした保存食だ。そのままでは食べられそうもない。
QUEST_20150317_000940	酒
QUEST_20150317_000941	酒の匂いがする。
QUEST_20150317_000942	探索
QUEST_20150317_000943	水晶鉱山3階でのみ使用できそうだ。
QUEST_20150317_000944	土の下から一枚の紙を発見した。
QUEST_20150317_000945	これ以上食べたら危険な気がする。
QUEST_20150317_000946	何だかお腹の中が危険だ。
QUEST_20150317_000947	ううっ…。
QUEST_20150317_000948	もう二度と食べたくない。
QUEST_20150317_000949	これは絶対に危険だ。吐きそう！
QUEST_20150317_000950	面白そうな本がある。どれを読む？
QUEST_20150317_000951	深い森の脅威
QUEST_20150317_000952	森の最奥には目的不明のフクロウの彫像がいくつも建っている。{nl}
QUEST_20150317_000953	森の住民たちの間では、とある彫刻家が死者の霊魂を導くために彫像を作ったと伝えられている。{nl}
QUEST_20150317_000954	数百年も隠遁生活を送りながら、今も作り続けていると…。
QUEST_20150317_000955	王国の廃都
QUEST_20150317_000956	王国建国千年を迎え、千年祭が開催された。{nl}
QUEST_20150317_000957	それから約100年後、首都の中央にあった神樹が爆発的に生長し、世界中が植物に侵奪される大災が発生した。{nl}
QUEST_20150317_000958	首都で暮らしていた人々の悲嘆に満ちた悲鳴が、廃都と化した首都の夜に響いた。
QUEST_20150317_000959	怪物の記録
QUEST_20150317_000960	神樹の日以前の世界にはゴブリン程度がいるだけだった。{nl}
QUEST_20150317_000961	しかし、神樹の日以降、植物の特徴を持つ凶暴なモンスターが大量に現れるようになった。
QUEST_20150317_000962	シャウレイ産業史
QUEST_20150317_000963	シャウレイ地域の主要産業は鉱業で、水晶鉱山で採掘される水晶が特産品である。{nl}
QUEST_20150317_000964	現在は水晶鉱山第1鉱区のみ採掘されているが、水晶鉱山では元々二つの鉱区が運営されていた。{nl}
QUEST_20150317_000965	そのうち水晶鉱山第2鉱区は強力な魔族を封印するためにクラペダ司教令によって閉鎖され、村にはアルケミストが常駐するようになった。
QUEST_20150317_000966	神学大典
QUEST_20150317_000967	ヴァカリネ女神像は何もかもが美しいが、女神像の特別な力を利用できれば、神々の住む世界へも行けるという点が最も素晴らしい。
QUEST_20150317_000968	カニンガムの伝説
QUEST_20150317_000969	人々の記憶から消えるほどに遥か昔の物語だ。{nl}
QUEST_20150317_000970	カニンガムは鉱山で強制的に働かされていた頃、7歳ほどの奇妙な少女と出会った。{nl}その少女は巨大な脅威について語るばかりで、自分のことについては何も知らないようだった。{nl}
QUEST_20150317_000971	カニンガムはその少女を哀れに思って世話をし、すぐに二人は唯一無二の親友同士になった。{nl}
QUEST_20150317_000972	だが、幸せな時は続かなかった。鉱山に魔族が攻めてきたのだ。{nl}カニンガムは少女の力を借りて魔族を率いるミルティスを止めるため、懸命に戦った。{nl}
