SKILL_20150317_000001	攻撃
SKILL_20150317_002079	盾着用後、Cボタンで[ガード]を使用することができます。
SKILL_20150317_002080	ブロック：カウンターアタック
SKILL_20150317_002081	[ブロック]成功後、敵に[アンボブロー]で攻撃すれば 200%のダメージが追加されます。追加で、クリティカルダメージが5秒間1レベルにつき5%アップします。
SKILL_20150317_002082	アンボブロー：ノックダウン追加
SKILL_20150317_002083	[アンボブロー]攻撃を受けた敵が倒れます。倒す力が特性レベル1につき40アップします。
SKILL_20150317_002084	リムブロー：氷結石化
SKILL_20150317_002085	[リムブロー] を氷結、石化状態の敵に使用するとリムブロースキルのダメージが1レベルにつき20%追加されます。
SKILL_20150317_002086	ガード：防御力
SKILL_20150317_002087	状態[ガード]が活性化している間、キャラクターの防御力が10%アップします。
SKILL_20150317_002088	カーターストローク：衝突ダメージ
SKILL_20150317_002089	[カーターストローク]でノックバックされる敵が壁に衝突すると1レベル当たりの物理ダメージの50%の追加ダメージを受けます。
SKILL_20150317_002090	カーターストローク：ノックバック距離
SKILL_20150317_002091	[カーターストローク]の押し出す力が特性レベル1につき50アップします。
SKILL_20150317_002092	クラウン：低下
SKILL_20150317_002093	[クラウン]で敵の知能、精神を削る数値が特性レベル1につき2%アップします。
SKILL_20150317_002094	ワゴンホイール：落下ダメージ
SKILL_20150317_002095	[ワゴンホイール]で空中に浮かんだ敵が落下した場所に敵がいる場合、キャラクター物理ダメージの50% のダメージを与えます。
SKILL_20150317_002096	ワゴンホイール：スプラッシュ
SKILL_20150317_002097	[ワゴンホイール]のスプラッシュが1追加されます。
SKILL_20150317_002098	クロスガード：反撃
SKILL_20150317_002099	[クロスガード]でブロックに成功した場合、キャラクター物理ダメージの1レベルにつき10%のダメージを与えます。
SKILL_20150317_002100	クロスガード：防御力
SKILL_20150317_002101	[クロスガード]使用中、認識させた敵が3体以上の場合、キャラクターが受けるダメージが1レベルにつき10%ダウンします。
SKILL_20150317_002102	ツーハンドソードマスタリ
SKILL_20150317_002103	[両手剣]着用時、クリティカル攻撃力が特性レベル1につき10%アップします。
SKILL_20150317_002104	ムリネ：クリティカル発生
SKILL_20150317_002105	[ムリネ]のクリティカル率が特性レベル1につき10%アップします。
SKILL_20150317_002106	スタビング：回避
SKILL_20150317_002107	[スタビング]で敵を攻撃する間、回避が特性レベル1につき5%アップします。
SKILL_20150317_002108	ピアス：連打
SKILL_20150317_002109	[ピアス]がボスモンスターに4連打を与えます。
SKILL_20150317_002110	ピアス：出血
SKILL_20150317_002111	[ピアス]攻撃を受けた敵が特性レベル1につき2%の確率で5秒間[出血]状態になります。
SKILL_20150317_002112	フィネストラ：物理ダメージ
SKILL_20150317_002113	[フィネストラ]が活性化している間、キャラクター知能の10%が物理ダメージに追加されます。
SKILL_20150317_002114	シンクロスラスト：クリティカル発生
SKILL_20150317_002115	[シンクロスラスト]のカウンター攻撃が成功した場合、次の攻撃のクリティカル発生が5秒間1レベルにつき5%アップします。
SKILL_20150317_002116	シンクロスラスト：突き
SKILL_20150317_002117	[シンクロスラスト]の打撃ダメージが特性レベル1につき10%ダウンし、突きダメージが特性レベル1につき20%アップします。
SKILL_20150317_002118	フィネストラ：スプラッシュ
SKILL_20150317_002119	[フィネストラ]が活性化している間、スプラッシュが2アップしますが、回避率が既存のダウン数値より更に2倍ダウンします。
SKILL_20150317_002120	ウォークライ：防御ダウン
SKILL_20150317_002121	[ウォークライ]で防御力がダウンする敵の数が特性レベル1につき1アップします。
SKILL_20150317_002122	ウォークライ：持続時間
SKILL_20150317_002123	[ウォークライ]の持続時間が特性レベル1につき2秒アップします。
SKILL_20150317_002124	アグレッサー：クリティカル発生
SKILL_20150317_002125	[アグレッサー]が活性化して命中率が半分にダウンしますが、回避がダウンした分、クリティカル発生もともにアップします。
SKILL_20150317_002126	アグレッサー：追加命中率
SKILL_20150317_002127	[アグレッサー]が活性化し、命中率が1レベルにつき追加で2%追加され、回避率が1レベルにつき追加で2%ダウンします。
SKILL_20150317_002128	サヴェッジリー：クリティカル発生
SKILL_20150317_002129	[サヴェッジリー]のクリティカル率が特性レベル1につき5%アップします。
SKILL_20150317_002130	サヴェッジリー：斬連打
SKILL_20150317_002131	[サヴェッジリー]が斬属性攻撃でも連打ボーナスが適用されます。
SKILL_20150317_002132	タージスマッシュ：氷結石化
SKILL_20150317_002133	[氷結] 、[石化]した敵を[タージスマッシュ]で攻撃時、特性レベル1につき20%追加ダメージを与えます。
SKILL_20150317_002134	モンタノ：サイススロー
SKILL_20150317_002135	[モンタノ]が小型モンスター、中型モンスター、大型モンスターそれぞれに特性レベル1につき3秒、2秒、1秒間の[スロー] を付与します。
SKILL_20150317_002136	シールドチャージ：ノックバック
SKILL_20150317_002137	[シールドチャージ]を使用するとノックバック距離が1レベルにつき1mアップします。
SKILL_20150317_002138	カウンタースラスト：ディプロテクト
SKILL_20150317_002139	[カウンタースラスト]で攻撃された時、1レベルにつき10%の確率で5秒間状態[ディプロテクト]状態になります。   -- 既存機能除去
SKILL_20150317_002140	シールドプッシュ：アンバランス
SKILL_20150317_002141	[シールドプッシュ]で状態[アンバランス]にかかった敵にノックダウン属性攻撃を加えたらキャラクター物理ダメージから1レベルにつき20%の追加ダメージを与えます。
SKILL_20150317_002142	タージスマッシュ：火炎
SKILL_20150317_002143	[タージスマッシュ]で[火炎]状態の敵を倒せば、特性レベル分の敵に[火炎]が広がります。
SKILL_20150317_002144	サイクロン：移動
SKILL_20150317_002145	[サイクロン]使用中に移動できるようになります。
SKILL_20150317_002146	ダブルペイアーン：被撃ダメージ
SKILL_20150317_002147	[ダブルペイアーン]が活性化 している間、キャラクターが受けるダメージが3倍から2倍にダウンします。
SKILL_20150317_002148	モルトシュラーク：クロース防具
SKILL_20150317_002149	[モルトシュラーク]がレザー防御の敵に与える効果がクロース防御敵にも適用されます。
SKILL_20150317_002150	ペインバリア：移動速度
SKILL_20150317_002151	[ペインバリア]使用中、移動速度が特性レベル1につき5%アップしますが、回避が特性レベル1につき10%ダウンします。
SKILL_20150317_002152	サイクロン：矢弾き
SKILL_20150317_002153	[サイクロン]使用中、敵の一般矢攻撃が特性レベル1につき10%の確率で弾かれます。
SKILL_20150317_002154	スリープ：デバフ維持
SKILL_20150317_002155	[スリープ]になった敵が特性レベル1につき1%の確率で攻撃されても起きませんが、持続時間が特性レベル1につき0.5秒ダウンします。
SKILL_20150317_002156	リフレクトシールド：反射ダメージ
SKILL_20150317_002157	特性1レベルにつき[リフレクトシールド]の反射ダメージが追加され、これにより被撃ダメージがダウンします。
SKILL_20150317_002158	リフレクトシールド：防御
SKILL_20150317_002159	[リフレクトシールド]が活性化している間、防御が1レベルにつき5%アップします。
SKILL_20150317_002160	エナジーボルト：スリープ追加ダメージ
SKILL_20150317_002161	[スリープ]になった敵に[エナジーボルト]で攻撃時、魔法攻撃力の50%の追加ダメージを与えます。
SKILL_20150317_002162	レサジー：持続時間
SKILL_20150317_002163	[レサジー]の持続時間が1レベルにつき2秒アップします。
SKILL_20150317_002164	レサジー：打撃
SKILL_20150317_002165	[レサジー]になった敵が打撃攻撃に20%追加ダメージを受けます。
SKILL_20150317_002166	クイックキャスト：魔法ダメージ
SKILL_20150317_002167	[クイックキャスト]が活性化している間、次の1回攻撃の魔法ダメージが特性レベル1につき10%アップします。
SKILL_20150317_002168	ファイアボール：火炎デバフ
SKILL_20150317_002169	[ファイアボール]攻撃を受けた敵は特性レベル1につき10%の確率で5秒間火炎ダメージを受けます。
SKILL_20150317_002170	ファイアウォール：炎属性アップバフ
SKILL_20150317_002171	[ファイアウォール]の上に味方が乗ったら5秒間炎属性攻撃力が特性レベル1につき5アップします。
SKILL_20150317_002172	ヘルブレス：方向転換
SKILL_20150317_002173	[ヘルブレス]が方向転換が可能になります。
SKILL_20150317_002174	ヘルブレス：ノックバック
SKILL_20150317_002175	[ヘルブレス]の攻撃を受ける敵が特性レベル1につき10%の確率で押し退けられます。
SKILL_20150317_002176	エンチャントファイア：炎属性抵抗アップ
SKILL_20150317_002177	[エンチャントファイア]使用するとキャラクターの炎属性抵抗が1レベルにつき5アップしますが、氷属性抵抗が1レベルにつき5ダウンします。 
SKILL_20150317_002178	エンチャントファイア：炎属性抵抗ダウン
SKILL_20150317_002179	[エンチャントファイア]範囲に敵がいる場合、敵の炎属性抵抗が5秒間特性レベル1につき10%分ダウンします。
SKILL_20150317_002180	ファイアピラー：引き付け
SKILL_20150317_002181	[ファイアピラー]が周辺の敵を引き付けます。特性レベルが上がるほどより遠くにいる敵を引き付けることができます。
SKILL_20150317_002182	スタッフマスタリ：炎
SKILL_20150317_002183	[スタッフ]系武器 着用すると、キャラクターの炎属性攻撃力が特性レベル1につき5アップします。
SKILL_20150317_002184	アイスボルト：氷結確率
SKILL_20150317_002185	[アイスボルト]攻撃を受けた敵が[氷結]される確率が特性レベル1につき10%アップします。
SKILL_20150317_002186	ガスト：衝突ダメージ
SKILL_20150317_002187	[ガスト]で押し退けられた敵が壁に衝突すると、魔法攻撃力の50%のダメージを受けます。
SKILL_20150317_002188	アイスブラスト：スプラッシュ氷結
SKILL_20150317_002189	[アイスブラスト]攻撃を受けた敵は特性レベル1につき10%の確率で[氷結]状態になります。
SKILL_20150317_002190	テレキネシス：強制移動
SKILL_20150317_002191	[テレキネシス]で瞬間移動時、周辺の敵に魔法攻撃の1レベルにつき20%のダメージを与えます。
SKILL_20150317_002192	サイキックプレッシャー：スタン
SKILL_20150317_002193	敵が[サイキックプレッシャー]の攻撃を受ける度に特性レベル1につき10%の確率で1秒間[スタン]状態になります。
SKILL_20150317_002194	グラビティポール：回避
SKILL_20150317_002195	[グラビティポール]使用中、回避が特性レベル1につき10アップします。
